iter	Passed	Remaining
1677	10223	1961
1678	10228	1955
1679	10234	1949
1680	10240	1943
1681	10246	1937
1682	10251	1930
1683	10256	1924
1684	10261	1918
1685	10266	1911
1686	10271	1905
1687	10276	1899
1688	10281	1893
1689	10287	1887
1690	10292	1880
1691	10298	1874
1692	10303	1868
1693	10308	1862
1694	10314	1855
1695	10319	1849
1696	10324	1843
1697	10329	1837
1698	10335	1831
1699	10340	1824
1700	10345	1818
1701	10350	1812
1702	10357	1806
1703	10363	1800
1704	10369	1794
1705	10374	1787
1706	10381	1781
1707	10386	1775
1708	10391	1769
1709	10396	1763
1710	10401	1756
1711	10406	1750
1712	10411	1744
1713	10417	1738
1714	10422	1732
1715	10428	1725
1716	10433	1719
1717	10438	1713
1718	10443	1707
1719	10448	1700
1720	10454	1694
1721	10459	1688
1722	10464	1682
1723	10469	1676
1724	10475	1670
1725	10481	1663
1726	10486	1657
1727	10491	1651
1728	10497	1645
1729	10503	1639
1730	10509	1633
1731	10515	1627
1732	10521	1620
1733	10526	1614
1734	10532	1608
1735	10538	1602
1736	10545	1596
1737	10550	1590
1738	10556	1584
1739	10562	1578
1740	10567	1572
1741	10572	1565
1742	10578	1559
1743	10583	1553
1744	10588	1547
1745	10594	1541
1746	10600	1535
1747	10605	1529
1748	10611	1522
1749	10616	1516
1750	10622	1510
1751	10628	1504
1752	10633	1498
1753	10639	1492
1754	10644	1486
1755	10650	1479
1756	10655	1473
1757	10661	1467
1758	10666	1461
1759	10672	1455
1760	10678	1449
1761	10683	1443
1762	10689	1436
1763	10694	1430
1764	10700	1424
1765	10705	1418
1766	10711	1412
1767	10716	1406
1768	10722	1400
1769	10727	1393
1770	10732	1387
1771	10737	1381
1772	10742	1375
1773	10747	1369
1774	10752	1362
1775	10757	1356
1776	10762	1350
1777	10768	1344
1778	10773	1338
1779	10778	1332
1780	10783	1325
1781	10788	1319
1782	10794	1313
1783	10799	1307
1784	10805	1301
1785	10810	1295
1786	10815	1289
1787	10821	1283
1788	10826	1276
1789	10831	1270
1790	10836	1264
1791	10842	1258
1792	10847	1252
1793	10852	1246
1794	10858	1240
1795	10863	1233
1796	10869	1227
1797	10875	1221
1798	10881	1215
1799	10886	1209
1800	10892	1203
1801	10897	1197
1802	10904	1191
1803	10909	1185
1804	10915	1179
1805	10921	1173
1806	10927	1167
1807	10932	1161
1808	10938	1154
1809	10944	1148
1810	10950	1142
1811	10956	1136
1812	10961	1130
1813	10967	1124
1814	10973	1118
1815	10979	1112
1816	10985	1106
1817	10990	1100
1818	10995	1094
1819	11001	1088
1820	11006	1081
1821	11011	1075
1822	11016	1069
1823	11020	1063
1824	11025	1057
1825	11030	1051
1826	11036	1045
1827	11041	1038
1828	11046	1032
1829	11051	1026
1830	11056	1020
1831	11061	1014
1832	11066	1008
1833	11072	1002
1834	11077	996
1835	11082	989
1836	11087	983
1837	11093	977
1838	11099	971
1839	11104	965
1840	11110	959
1841	11116	953
1842	11121	947
1843	11127	941
1844	11133	935
1845	11138	929
1846	11144	923
1847	11149	917
1848	11154	910
1849	11159	904
1850	11165	898
1851	11170	892
1852	11175	886
1853	11181	880
1854	11186	874
1855	11192	868
1856	11197	862
1857	11202	856
1858	11208	850
1859	11214	844
1860	11219	838
1861	11225	831
1862	11230	825
1863	11236	819
1864	11241	813
1865	11247	807
1866	11253	801
1867	11258	795
1868	11264	789
1869	11269	783
1870	11274	777
1871	11280	771
1872	11286	765
1873	11291	759
1874	11297	753
1875	11302	747
1876	11308	741
1877	11313	734
1878	11319	728
1879	11325	722
1880	11330	716
1881	11336	710
1882	11341	704
1883	11347	698
1884	11352	692
1885	11357	686
1886	11362	680
1887	11367	674
1888	11372	668
1889	11377	662
1890	11382	656
1891	11388	650
1892	11393	644
1893	11398	637
1894	11404	631
1895	11409	625
1896	11414	619
1897	11420	613
1898	11425	607
1899	11431	601
1900	11436	595
1901	11441	589
1902	11447	583
1903	11453	577
1904	11458	571
1905	11464	565
1906	11470	559
1907	11476	553
1908	11482	547
1909	11487	541
1910	11492	535
1911	11497	529
1912	11502	523
1913	11507	517
1914	11512	511
1915	11518	504
1916	11523	498
1917	11528	492
1918	11533	486
1919	11539	480
1920	11544	474
1921	11550	468
1922	11555	462
1923	11560	456
1924	11565	450
1925	11571	444
1926	11576	438
1927	11581	432
1928	11586	426
1929	11592	420
1930	11597	414
1931	11603	408
1932	11608	402
1933	11614	396
1934	11619	390
1935	11625	384
1936	11632	378
1937	11637	372
1938	11643	366
1939	11648	360
1940	11654	354
1941	11660	348
1942	11665	342
1943	11671	336
1944	11676	330
1945	11682	324
1946	11687	318
1947	11693	312
1948	11699	306
1949	11704	300
1950	11710	294
1951	11715	288
1952	11721	282
1953	11726	276
1954	11732	270
1955	11738	264
1956	11743	258
1957	11748	252
1958	11754	246
1959	11759	239
1960	11765	233
1961	11770	227
1962	11776	221
1963	11781	215
1964	11787	209
1965	11792	203
1966	11797	197
1967	11802	191
1968	11806	185
1969	11811	179
1970	11816	173
1971	11820	167
1972	11826	161
1973	11831	155
1974	11836	149
1975	11841	143
1976	11847	137
1977	11852	131
1978	11857	125
1979	11862	119
1980	11867	113
1981	11872	107
1982	11877	101
1983	11883	95
1984	11888	89
1985	11893	83
1986	11898	77
1987	11904	71
1988	11909	65
1989	11915	59
1990	11920	53
1991	11926	47
1992	11931	41
1993	11936	35
1994	11941	29
1995	11947	23
1996	11953	17
1997	11958	11
1998	11964	5
1999	11970	0
