iter	RMSE
290	2.136083152
291	2.135118651
292	2.134404312
293	2.133907501
294	2.133079941
295	2.132486177
296	2.131601077
297	2.130178005
298	2.129212011
299	2.127968983
300	2.1267541
301	2.125972895
302	2.125039923
303	2.124034018
304	2.12318434
305	2.122106674
306	2.120910919
307	2.120378916
308	2.120109413
309	2.118799158
310	2.117215096
311	2.116112229
312	2.114220044
313	2.113190642
314	2.112435139
315	2.111344193
316	2.110469993
317	2.109360354
318	2.108474852
319	2.107425379
320	2.10573706
321	2.104753581
322	2.103366982
323	2.102862621
324	2.102216619
325	2.10144435
326	2.100501799
327	2.09898003
328	2.098249223
329	2.097449746
330	2.096712716
331	2.09615283
332	2.095156254
333	2.093879986
334	2.092920323
335	2.09166396
336	2.090630769
337	2.089760825
338	2.089404046
339	2.088013154
340	2.087259565
341	2.085802199
342	2.085258074
343	2.08472011
344	2.083967024
345	2.083547115
346	2.08247559
347	2.081946707
348	2.080813633
349	2.079849437
350	2.078893293
351	2.077883369
352	2.076921574
353	2.076193041
354	2.075393558
355	2.074801491
356	2.074340886
357	2.073058712
358	2.072219777
359	2.071189283
360	2.070209136
361	2.069768414
362	2.068611478
363	2.067387628
364	2.066826484
365	2.066136627
366	2.065455902
367	2.064775402
368	2.063098569
369	2.062533573
370	2.061535175
371	2.060803318
372	2.060224616
373	2.059476384
374	2.058833671
375	2.058042184
376	2.057451963
377	2.056699431
378	2.056262928
379	2.055494616
380	2.05486674
381	2.05386763
382	2.053257937
383	2.052651276
384	2.051830627
385	2.051254999
386	2.050857342
387	2.050053355
388	2.049156105
389	2.048672454
390	2.047391501
391	2.046661475
392	2.046201937
393	2.045349276
394	2.044728756
395	2.044103613
396	2.043583648
397	2.042912863
398	2.04207892
399	2.041369312
400	2.04102454
401	2.039941679
402	2.039510181
403	2.038741653
404	2.038267311
405	2.037309162
406	2.036381888
407	2.035381915
408	2.034579164
409	2.033404603
410	2.032338808
411	2.031304121
412	2.030007212
413	2.028908661
414	2.028236446
415	2.027956767
416	2.027371376
417	2.026708607
418	2.02606338
419	2.024932094
420	2.023956268
421	2.023212045
422	2.022308349
423	2.021392368
424	2.020855589
425	2.0201599
426	2.019543179
427	2.018690879
428	2.017971412
429	2.016951488
430	2.016510813
431	2.015849852
432	2.015214009
433	2.014042106
434	2.013062413
435	2.012010644
436	2.010723595
437	2.010049366
438	2.009349581
439	2.008904592
440	2.007832488
441	2.006979265
442	2.006618973
443	2.005849842
444	2.004896458
445	2.00363829
446	2.002874176
447	2.002110331
448	2.001701518
449	2.000859787
450	2.000503927
451	2.000036598
452	1.998868144
453	1.998519698
454	1.998143172
455	1.997317081
456	1.996516332
457	1.995389324
458	1.994446645
459	1.994107314
460	1.992749987
461	1.991757886
462	1.990560961
463	1.989859749
464	1.989430019
465	1.988778505
466	1.988203479
467	1.987505506
468	1.986787582
469	1.985480603
470	1.985018967
471	1.984542858
472	1.983821531
473	1.983156107
474	1.981916486
475	1.981624833
476	1.981179243
477	1.980426471
478	1.980074745
479	1.979385748
480	1.978722739
481	1.978018535
482	1.977677968
483	1.977319785
484	1.976361422
485	1.975443568
486	1.975199171
487	1.974641495
488	1.973665808
489	1.973201821
490	1.972836423
491	1.972472901
492	1.971511877
493	1.970945567
494	1.970251332
495	1.969449079
496	1.969026865
497	1.967755064
498	1.967396786
499	1.96692411
500	1.966218256
501	1.96585334
502	1.964888783
503	1.964261008
504	1.963702925
505	1.963086783
506	1.962633177
507	1.962111748
508	1.961462893
509	1.961026962
510	1.960216713
511	1.959383157
512	1.958894794
513	1.958175119
514	1.957828924
515	1.95727272
516	1.957019156
517	1.956622111
518	1.956004922
519	1.954765124
520	1.954335208
521	1.953955841
522	1.95332772
523	1.952579285
524	1.952232617
525	1.951701535
526	1.951062137
527	1.950367172
528	1.949377764
529	1.948800295
530	1.948034178
531	1.946928272
532	1.94618279
533	1.945353354
534	1.9446179
535	1.943509873
536	1.942636612
537	1.941809953
538	1.941232982
539	1.940574045
540	1.940057062
541	1.938614867
542	1.938219128
543	1.937016301
544	1.936674314
545	1.936279385
546	1.935740473
547	1.934705248
548	1.934291286
549	1.933960233
550	1.933571874
551	1.932765053
552	1.932129318
553	1.93110204
554	1.930674318
555	1.930076524
556	1.929622971
557	1.928407831
558	1.927060621
559	1.926240337
560	1.925718189
561	1.924545599
562	1.924099084
563	1.923245974
564	1.922533839
565	1.921923461
566	1.921150887
567	1.920130676
568	1.919643857
569	1.919106086
570	1.918062654
571	1.917111357
572	1.916373399
573	1.915914427
574	1.915368703
575	1.914327652
576	1.913413026
577	1.913002711
578	1.912451607
579	1.912007785
580	1.911650203
581	1.91070012
582	1.909568616
583	1.909167526
584	1.908262507
585	1.907162862
586	1.906419465
587	1.906026703
588	1.904822747
589	1.904087906
590	1.90359093
591	1.903273587
592	1.902688467
593	1.901379508
594	1.900990824
595	1.900098389
596	1.899840617
597	1.89934288
598	1.898957226
599	1.897718153
600	1.897223768
601	1.896051273
602	1.895003906
603	1.893998433
604	1.89346153
605	1.892703263
606	1.892023406
607	1.890833263
608	1.890055386
609	1.888911089
610	1.888472418
611	1.887944535
612	1.887584696
613	1.886793633
614	1.886264638
615	1.885299589
616	1.884587952
617	1.883831528
618	1.883290619
619	1.882729292
620	1.882144556
621	1.881205349
622	1.880520982
623	1.879745696
624	1.879066461
625	1.878322253
626	1.877237093
627	1.876468766
628	1.875412219
629	1.874281358
630	1.873176843
631	1.872417861
632	1.871580994
633	1.87067449
634	1.869434055
635	1.86870636
636	1.867846546
637	1.866963739
638	1.865905076
639	1.865047628
640	1.86417068
641	1.863799749
642	1.862920835
643	1.862184566
644	1.861270637
645	1.860536335
646	1.85979836
647	1.85935348
648	1.85854887
649	1.857574455
650	1.856619154
651	1.855699235
652	1.854972702
653	1.854336478
654	1.853877494
655	1.85316039
656	1.852729222
657	1.852326825
658	1.852129635
659	1.851238339
660	1.850810297
661	1.849950553
662	1.849534685
663	1.848404066
664	1.84742116
665	1.846851716
666	1.846344475
667	1.845535475
668	1.844968994
669	1.844143354
670	1.843408737
671	1.842889669
672	1.842476587
673	1.842186505
674	1.841511479
675	1.840962596
676	1.840358258
677	1.83975507
678	1.839128641
679	1.838597457
680	1.837778786
681	1.836532433
682	1.835689748
683	1.834845371
684	1.834034345
685	1.833502315
686	1.833155806
687	1.832344061
688	1.831267919
689	1.83105147
690	1.830166725
691	1.829563711
692	1.828585072
693	1.827998486
694	1.82749702
695	1.826690801
696	1.826053513
697	1.825374772
698	1.82468261
699	1.823573542
700	1.823001218
701	1.822509948
702	1.821525028
703	1.821343034
704	1.820851655
705	1.820436531
706	1.819537608
707	1.818742999
708	1.817918336
709	1.817532264
710	1.816749604
711	1.816202511
712	1.815970923
713	1.815736937
714	1.815504372
715	1.814448813
716	1.813956408
717	1.813193183
718	1.812995658
719	1.812507142
720	1.811759246
721	1.811562103
722	1.811089516
723	1.810533554
724	1.809448873
725	1.80925085
726	1.808529421
727	1.80838788
728	1.807780848
729	1.807035035
730	1.806851646
731	1.806375296
732	1.805548393
733	1.80469679
734	1.804061116
735	1.803322643
736	1.802296627
737	1.801267038
738	1.800524512
739	1.800350524
740	1.799811225
741	1.798839097
742	1.798149157
743	1.797355803
744	1.796876858
745	1.796402538
746	1.795732144
747	1.795175395
748	1.794668637
749	1.793984246
750	1.793434725
751	1.792560768
752	1.791947858
753	1.791025402
754	1.790178928
755	1.789719199
756	1.789266951
757	1.788473622
758	1.787782201
759	1.787601554
760	1.786879065
761	1.78668392
762	1.786490332
763	1.785620538
764	1.785322463
765	1.78453696
766	1.784098042
767	1.783494243
768	1.782831187
769	1.782235393
770	1.781607152
771	1.781176311
772	1.780116416
773	1.779868168
774	1.779214539
775	1.77856492
776	1.777911123
777	1.777273504
778	1.776429043
779	1.776206291
780	1.775385247
781	1.774931633
782	1.774356604
783	1.773880521
784	1.773670652
785	1.772809896
786	1.772172524
787	1.771416329
788	1.770647468
789	1.769840333
790	1.76910207
791	1.768925217
792	1.768417907
793	1.767611595
794	1.767158627
795	1.766478074
796	1.765747742
797	1.765128803
798	1.764790309
799	1.764319169
800	1.763842156
801	1.763419755
802	1.763143876
803	1.762650977
804	1.761890155
805	1.761176696
806	1.760417863
807	1.759870233
808	1.759269853
809	1.758184693
810	1.757799066
811	1.756984611
812	1.756598676
813	1.756124527
814	1.755192261
815	1.754806701
816	1.754188252
817	1.753771135
818	1.75320301
819	1.752530059
820	1.752384294
821	1.75204856
822	1.75148948
823	1.750739752
824	1.750595219
825	1.750423982
826	1.749581321
827	1.749439919
828	1.748737057
829	1.748474564
830	1.747646946
831	1.747039319
832	1.746797136
833	1.746507435
834	1.745640795
835	1.745498937
836	1.745091486
837	1.744405693
838	1.743619886
839	1.742737162
840	1.742102253
841	1.741507971
842	1.741023071
843	1.74054174
844	1.739636038
845	1.739256147
846	1.738440265
847	1.7380733
848	1.737701806
849	1.737008037
850	1.736295707
851	1.735923106
852	1.735338037
853	1.734874669
854	1.734499596
855	1.73359507
856	1.733266881
857	1.732643691
858	1.73218218
859	1.731381395
860	1.7308538
861	1.730719636
862	1.72990585
863	1.7294425
864	1.728998968
865	1.728586957
866	1.727598951
867	1.727256472
868	1.726690586
869	1.72643333
870	1.725893754
871	1.725229596
872	1.724835084
873	1.724606796
874	1.724250581
875	1.724126624
876	1.723681271
877	1.723093209
878	1.722239357
879	1.721565369
880	1.720881521
881	1.720189554
882	1.719624626
883	1.719199516
884	1.718541517
885	1.718255476
886	1.717862197
887	1.717255017
888	1.716900119
889	1.716184499
890	1.715426123
891	1.714594387
892	1.713859597
893	1.712863667
894	1.712410746
895	1.711652708
896	1.711531513
897	1.71063816
898	1.710015164
899	1.709242012
900	1.708404697
901	1.707759011
902	1.707146138
903	1.706587622
904	1.706239933
905	1.705828048
906	1.705417241
907	1.705116561
908	1.704391234
909	1.703925297
910	1.703208751
911	1.702815227
912	1.70235542
913	1.701913447
914	1.701277069
915	1.700758767
916	1.700152065
917	1.699717551
918	1.699133784
919	1.698705148
920	1.698088458
921	1.697736357
922	1.697495009
923	1.69711702
924	1.696546289
925	1.6960557
926	1.695546882
927	1.695117806
928	1.694541753
929	1.693746593
930	1.693443699
931	1.693066614
932	1.692457152
933	1.691939197
934	1.691517072
935	1.690948344
936	1.690457033
937	1.689648556
938	1.689254981
939	1.688649505
940	1.688155733
941	1.687740628
942	1.68718242
943	1.686834653
944	1.68629205
945	1.685621485
946	1.685265875
947	1.684603116
948	1.684060553
949	1.68348517
950	1.682899893
951	1.68253719
952	1.681800534
953	1.681515222
954	1.680832561
955	1.680269371
956	1.679867834
957	1.679027209
958	1.678553598
959	1.678147254
960	1.677519197
961	1.676899331
962	1.676268983
963	1.675549567
964	1.67488529
965	1.674421147
966	1.673884607
967	1.67357414
968	1.673338119
969	1.672799636
970	1.672686908
971	1.672090062
972	1.671496528
973	1.670632235
974	1.669913142
975	1.669304395
976	1.66865503
977	1.668087382
978	1.667766273
979	1.667538393
980	1.666583167
981	1.666145281
982	1.665995705
983	1.665760966
984	1.66551659
985	1.665301144
986	1.665024089
987	1.664693616
988	1.664353838
989	1.663935769
990	1.662952678
991	1.662721548
992	1.662246728
993	1.661538512
994	1.66075561
995	1.660048407
996	1.659374467
997	1.659261595
998	1.659108461
999	1.658361337
1000	1.658130995
1001	1.657412392
1002	1.657223203
1003	1.65678867
1004	1.656602084
1005	1.6561946
1006	1.655955903
1007	1.655464093
1008	1.655278333
1009	1.654914953
1010	1.654405738
1011	1.653859394
1012	1.653511807
1013	1.653241587
1014	1.652794942
1015	1.652467692
1016	1.651588554
1017	1.651169116
1018	1.650912388
1019	1.650431656
1020	1.64988967
1021	1.649317232
1022	1.64902249
1023	1.648650267
1024	1.648288053
1025	1.647612261
1026	1.647256443
1027	1.647075978
1028	1.646597631
1029	1.646252517
1030	1.645704879
1031	1.645299673
1032	1.644753632
1033	1.643888507
1034	1.64321533
1035	1.642879081
1036	1.642462433
1037	1.641787735
1038	1.640965054
1039	1.640372033
1040	1.639841581
1041	1.639517334
1042	1.639278844
1043	1.638868214
1044	1.638310414
1045	1.637975552
1046	1.63752571
1047	1.63712157
1048	1.636875469
1049	1.636427106
1050	1.636042244
1051	1.635736157
1052	1.635399063
1053	1.63498721
1054	1.634633866
1055	1.63408872
1056	1.633732684
1057	1.633512601
1058	1.632824172
1059	1.632662675
1060	1.632486746
1061	1.631793055
1062	1.631114506
1063	1.630410574
1064	1.629810807
1065	1.629340761
1066	1.628873901
1067	1.628591447
1068	1.628254784
1069	1.628060808
1070	1.627030479
1071	1.626580839
1072	1.626182772
1073	1.625458413
1074	1.624735924
1075	1.62402453
1076	1.623698616
1077	1.623354237
1078	1.623038437
1079	1.622633789
1080	1.622156248
1081	1.621671776
1082	1.621349102
1083	1.62087291
1084	1.620314124
1085	1.619560942
1086	1.619334072
1087	1.618580367
1088	1.61810315
1089	1.617577764
1090	1.617378052
1091	1.616737308
1092	1.616272867
1093	1.615728572
1094	1.61534253
1095	1.6147549
1096	1.614309151
1097	1.613788334
1098	1.61319529
1099	1.612723614
1100	1.612525107
1101	1.612019122
1102	1.61152919
1103	1.611202243
1104	1.611035658
1105	1.610571898
1106	1.609985063
1107	1.609528819
1108	1.609210855
1109	1.608959737
1110	1.608217186
1111	1.60792576
1112	1.607387347
1113	1.607193998
1114	1.607046013
1115	1.606542949
1116	1.606040176
1117	1.605539502
1118	1.605094204
1119	1.604660006
1120	1.604009252
1121	1.603741544
1122	1.603421276
1123	1.602766876
1124	1.602264076
1125	1.601475793
1126	1.600767733
1127	1.600521647
1128	1.600146372
1129	1.599990739
1130	1.599849318
1131	1.599461972
1132	1.599297799
1133	1.59889745
1134	1.598201489
1135	1.597622326
1136	1.597180832
1137	1.596712908
1138	1.596403299
1139	1.596076515
1140	1.595680352
1141	1.595072844
1142	1.594770117
1143	1.594532028
1144	1.593871444
1145	1.593755528
1146	1.593520237
1147	1.593233331
1148	1.592593132
1149	1.592050033
1150	1.591899887
1151	1.591713333
1152	1.591018451
1153	1.590399619
1154	1.590203763
1155	1.590074176
1156	1.589242892
1157	1.588651409
1158	1.588379707
1159	1.588006645
1160	1.587512344
1161	1.58719663
1162	1.586889396
1163	1.586583995
1164	1.58601851
1165	1.585385357
1166	1.585105046
1167	1.584867869
1168	1.584639778
1169	1.584193652
1170	1.583663074
1171	1.583512156
1172	1.582997291
1173	1.582737283
1174	1.582402926
1175	1.581950328
1176	1.581394499
1177	1.58066165
1178	1.580070778
1179	1.579668255
1180	1.578928328
1181	1.578341116
1182	1.577869318
1183	1.577612522
1184	1.577383163
1185	1.576888108
1186	1.576745487
1187	1.576339915
1188	1.575665065
1189	1.575432484
1190	1.575213162
1191	1.574528656
1192	1.574134045
1193	1.573536706
1194	1.573077156
1195	1.572515776
1196	1.572096807
1197	1.571579813
1198	1.571397841
1199	1.571258952
1200	1.570640363
1201	1.570369382
1202	1.569783232
1203	1.569269333
1204	1.568880208
1205	1.568604111
1206	1.568020491
1207	1.567458618
1208	1.567320125
1209	1.566843551
1210	1.566409245
1211	1.566050522
1212	1.565682451
1213	1.565317559
1214	1.564696052
1215	1.564390843
1216	1.563775835
1217	1.563411657
1218	1.562978371
1219	1.562581084
1220	1.561922497
1221	1.561607761
1222	1.561399053
1223	1.560843541
1224	1.560378174
1225	1.559800518
1226	1.559306532
1227	1.558976656
1228	1.557924122
1229	1.557664722
1230	1.557365271
1231	1.5565054
1232	1.556194363
1233	1.555832304
1234	1.555336074
1235	1.55489465
1236	1.554419803
1237	1.553970527
1238	1.553672632
1239	1.553098582
1240	1.552488672
1241	1.552225564
1242	1.551491565
1243	1.551171485
1244	1.550360633
1245	1.550199792
1246	1.549625901
1247	1.549030605
1248	1.548446735
1249	1.548013686
1250	1.547792578
1251	1.547468337
1252	1.546930776
1253	1.546447525
1254	1.545747834
1255	1.545036135
1256	1.544401252
1257	1.544189902
1258	1.543979325
1259	1.543149491
1260	1.542579049
1261	1.54164905
1262	1.541040614
1263	1.540634416
1264	1.540318165
1265	1.540065558
1266	1.539693632
1267	1.539128918
1268	1.538536742
1269	1.538269894
1270	1.537906937
1271	1.537507445
1272	1.536990108
1273	1.536221802
1274	1.536014944
1275	1.53568905
1276	1.535291345
1277	1.534982973
1278	1.534266515
1279	1.533588816
1280	1.533240365
1281	1.532971013
1282	1.532562322
1283	1.531939166
1284	1.531590599
1285	1.531151013
1286	1.530695643
1287	1.530296514
1288	1.529973627
1289	1.529845814
1290	1.529495332
1291	1.529072051
1292	1.528715301
1293	1.528461259
1294	1.528099886
1295	1.527680432
1296	1.527296795
1297	1.526973121
1298	1.5265162
1299	1.526050002
1300	1.525532796
1301	1.525089878
1302	1.524847624
1303	1.524176354
1304	1.52358551
1305	1.523189975
1306	1.522737429
1307	1.522277644
1308	1.521853964
1309	1.521463221
1310	1.521264476
1311	1.521129038
1312	1.520641315
1313	1.520516286
1314	1.520382776
1315	1.520147516
1316	1.519735762
1317	1.51947503
1318	1.519265884
1319	1.518673656
1320	1.518135685
1321	1.517835346
1322	1.517150517
1323	1.516759417
1324	1.516619807
1325	1.516205795
1326	1.515611277
1327	1.515042732
1328	1.514836916
1329	1.514328858
1330	1.513850607
1331	1.513438329
1332	1.51286922
1333	1.51274359
1334	1.512515158
1335	1.51181014
1336	1.511336034
1337	1.511140244
1338	1.510731532
1339	1.51021419
1340	1.509798822
1341	1.509552932
1342	1.509100269
1343	1.508950361
1344	1.508705487
1345	1.50826701
1346	1.508144885
1347	1.507857145
1348	1.507290898
1349	1.506709023
1350	1.506016632
1351	1.505297058
1352	1.505058572
1353	1.504499243
1354	1.503865427
1355	1.50368234
1356	1.503218363
1357	1.502765834
1358	1.502268186
1359	1.501630084
1360	1.501053981
1361	1.500455211
1362	1.499973409
1363	1.499776475
1364	1.499241219
1365	1.498668205
1366	1.498238566
1367	1.497853602
1368	1.497608601
1369	1.49744408
1370	1.496974682
1371	1.496363199
1372	1.49608328
1373	1.495740427
1374	1.495266358
1375	1.495037362
1376	1.494288298
1377	1.49368625
1378	1.493508649
1379	1.493082948
1380	1.492568357
1381	1.4921863
1382	1.492028111
1383	1.491816356
1384	1.491204723
1385	1.49082896
1386	1.490429924
1387	1.490096929
1388	1.489528061
1389	1.489274864
1390	1.48872135
1391	1.488322095
1392	1.487807069
1393	1.487406361
1394	1.487137698
1395	1.48641943
1396	1.48587047
1397	1.485519913
1398	1.485376729
1399	1.484888737
1400	1.484513397
1401	1.484308279
1402	1.483874317
1403	1.48338547
1404	1.483174999
1405	1.482741621
1406	1.48240621
1407	1.482101712
1408	1.481656815
1409	1.481364219
1410	1.481028259
1411	1.480166054
1412	1.479759035
1413	1.479344799
1414	1.478852556
1415	1.478323731
1416	1.477544687
1417	1.477404193
1418	1.476692767
1419	1.476154242
1420	1.475916274
1421	1.475720605
1422	1.475386407
1423	1.475051275
1424	1.474819846
1425	1.47441966
1426	1.474045549
1427	1.473717416
1428	1.473117073
1429	1.472885319
1430	1.472523181
1431	1.472108881
1432	1.471948096
1433	1.471567535
1434	1.471260568
1435	1.470968872
1436	1.470438065
1437	1.47004793
1438	1.469584892
1439	1.469498927
1440	1.468891238
1441	1.468674732
1442	1.468100921
1443	1.467961518
1444	1.467784144
1445	1.467511658
1446	1.466972364
1447	1.466439231
1448	1.466153413
1449	1.465898364
1450	1.46537524
1451	1.465134823
1452	1.464382377
1453	1.464035614
1454	1.463894948
1455	1.463504793
1456	1.463282489
1457	1.462990947
1458	1.462727585
1459	1.462210004
1460	1.461920958
1461	1.461259559
1462	1.460946953
1463	1.460667133
1464	1.460156351
1465	1.459721414
1466	1.459354564
1467	1.458947455
1468	1.458651353
1469	1.458255871
1470	1.457818913
1471	1.457462019
1472	1.45727422
1473	1.456917761
1474	1.456616857
1475	1.456176433
1476	1.455609013
1477	1.45503792
1478	1.454524412
1479	1.454386277
1480	1.454117789
1481	1.453668024
1482	1.452999935
1483	1.452686895
1484	1.45258411
1485	1.452306161
1486	1.452202847
1487	1.45167342
1488	1.451333982
1489	1.450784243
1490	1.450551742
1491	1.450113249
1492	1.449460321
1493	1.449039272
1494	1.448866727
1495	1.448648599
1496	1.448229855
1497	1.448060476
1498	1.447703485
1499	1.44699281
1500	1.446860492
1501	1.446688172
1502	1.446149206
1503	1.445724904
1504	1.445348269
1505	1.445096691
1506	1.444892665
1507	1.444661287
1508	1.444515282
1509	1.444336763
1510	1.443582675
1511	1.443145762
1512	1.442735856
1513	1.442335525
1514	1.441875369
1515	1.441316675
1516	1.440817864
1517	1.440680111
1518	1.440389388
1519	1.440011643
1520	1.439462022
1521	1.438950544
1522	1.43854807
1523	1.438120836
1524	1.437637041
1525	1.437247801
1526	1.436846201
1527	1.436765498
1528	1.436533516
1529	1.436022965
1530	1.435598516
1531	1.435249006
1532	1.434879843
1533	1.434418403
1534	1.433861974
1535	1.433548213
1536	1.433216365
1537	1.432872823
1538	1.432498976
1539	1.432115637
1540	1.431777376
1541	1.431511063
1542	1.431261797
1543	1.430785318
1544	1.430283686
1545	1.429765001
1546	1.429092204
1547	1.428794363
1548	1.428423071
1549	1.428345233
1550	1.428193358
1551	1.427702813
1552	1.427164159
1553	1.426639405
1554	1.426395456
1555	1.426042613
1556	1.425624182
1557	1.425338642
1558	1.425020705
1559	1.424495824
1560	1.423951692
1561	1.423384929
1562	1.423189018
1563	1.422816988
1564	1.42247939
1565	1.422161481
1566	1.421792875
1567	1.421167963
1568	1.420866332
1569	1.420510948
1570	1.420159651
1571	1.419976434
1572	1.419765139
1573	1.419411237
1574	1.418987068
1575	1.418703486
1576	1.418561256
1577	1.418158633
1578	1.418062568
1579	1.417738937
1580	1.417258174
1581	1.41709401
1582	1.416788895
1583	1.416449206
1584	1.41593776
1585	1.415645451
1586	1.415145576
1587	1.414828547
1588	1.41449724
1589	1.413951446
1590	1.413551497
1591	1.413195113
1592	1.412499989
1593	1.412262619
1594	1.412007016
1595	1.411613533
1596	1.410987441
1597	1.410631627
1598	1.410416473
1599	1.410127992
1600	1.409834489
1601	1.409366453
1602	1.409242779
1603	1.409053065
1604	1.408772323
1605	1.408274877
1606	1.407618013
1607	1.407290507
1608	1.407109753
1609	1.406617297
1610	1.40628718
1611	1.405930447
1612	1.405291566
1613	1.404962645
1614	1.404819858
1615	1.404695747
1616	1.40417631
1617	1.403915553
1618	1.403610227
1619	1.403488075
1620	1.403158645
1621	1.402763345
1622	1.402457218
1623	1.402141071
1624	1.401699127
1625	1.401490793
1626	1.401369714
1627	1.400855582
1628	1.400622255
1629	1.400278384
1630	1.399741386
1631	1.399293872
1632	1.39890391
1633	1.398500964
1634	1.398200894
1635	1.397752093
1636	1.397419623
1637	1.397300334
1638	1.396764439
1639	1.396336125
1640	1.396121463
1641	1.395500309
1642	1.395172343
1643	1.394674729
1644	1.394459848
1645	1.394133362
1646	1.393716437
1647	1.393257277
1648	1.3929651
1649	1.392504013
1650	1.391797527
1651	1.391679419
1652	1.391318919
1653	1.39096354
1654	1.39087228
1655	1.390640854
1656	1.390530471
1657	1.389964047
1658	1.389469977
1659	1.389396275
1660	1.388934455
1661	1.388580518
1662	1.388042797
1663	1.387636744
