iter	RMSE
1664	1.38729747
1665	1.386963337
1666	1.386723701
1667	1.386158777
1668	1.386035578
1669	1.385454895
1670	1.385135447
1671	1.384812501
1672	1.384296026
1673	1.38386743
1674	1.383255989
1675	1.382878413
1676	1.382691223
1677	1.382323843
1678	1.382051996
1679	1.381599666
1680	1.381202483
1681	1.380785911
1682	1.380235442
1683	1.379869722
1684	1.379644202
1685	1.379530853
1686	1.379218849
1687	1.378945403
1688	1.378804477
1689	1.378531779
1690	1.378030727
1691	1.377580712
1692	1.377296699
1693	1.376974858
1694	1.376478474
1695	1.376306434
1696	1.375971513
1697	1.375689941
1698	1.375018986
1699	1.374784352
1700	1.374521043
1701	1.374143158
1702	1.374031657
1703	1.373823477
1704	1.373369757
1705	1.37319773
1706	1.372752855
1707	1.372681104
1708	1.372249547
1709	1.371818702
1710	1.371708873
1711	1.371342637
1712	1.371023659
1713	1.370604538
1714	1.37040659
1715	1.370106359
1716	1.370004944
1717	1.369606208
1718	1.369050218
1719	1.368566711
1720	1.368272271
1721	1.367973603
1722	1.36760854
1723	1.367252339
1724	1.366832504
1725	1.366383311
1726	1.366124092
1727	1.365989413
1728	1.365433811
1729	1.365162813
1730	1.364821375
1731	1.364698723
1732	1.364495869
1733	1.364170252
1734	1.364037795
1735	1.363424094
1736	1.363046939
1737	1.362962014
1738	1.362855806
1739	1.362467088
1740	1.362153979
1741	1.3618908
1742	1.361405801
1743	1.360973018
1744	1.360627152
1745	1.360521759
1746	1.360417238
1747	1.359929428
1748	1.359641396
1749	1.359171424
1750	1.35885225
1751	1.358334664
1752	1.358200041
1753	1.357575176
1754	1.357333247
1755	1.357065553
1756	1.356737862
1757	1.356190974
1758	1.355976204
1759	1.355667068
1760	1.355073161
1761	1.354713891
1762	1.354244104
1763	1.353879999
1764	1.353688445
1765	1.353429607
1766	1.352942731
1767	1.352838073
1768	1.352452831
1769	1.352314315
1770	1.351832263
1771	1.351681726
1772	1.351276528
1773	1.351150976
1774	1.350818131
1775	1.3503469
1776	1.349811154
1777	1.349517358
1778	1.3491141
1779	1.348713734
1780	1.348309368
1781	1.348142909
1782	1.347707243
1783	1.347453065
1784	1.347346767
1785	1.34726195
1786	1.346650935
1787	1.346272135
1788	1.346092697
1789	1.345817936
1790	1.345540764
1791	1.345022048
1792	1.34490103
1793	1.344592896
1794	1.344283172
1795	1.343903379
1796	1.343634667
1797	1.34343193
1798	1.343329209
1799	1.342865686
1800	1.342464504
1801	1.342252386
1802	1.341995945
1803	1.341698112
1804	1.341220918
1805	1.340987409
1806	1.340855077
1807	1.340501713
1808	1.339926407
1809	1.339658573
1810	1.339171782
1811	1.338876932
1812	1.33869185
1813	1.338259846
1814	1.338163006
1815	1.337695428
1816	1.337497711
1817	1.337214425
1818	1.336731808
1819	1.336359626
1820	1.336062082
1821	1.335784077
1822	1.335368609
1823	1.33483818
1824	1.334477379
1825	1.334115777
1826	1.333661027
1827	1.333353621
1828	1.333247665
1829	1.332861268
1830	1.332570121
1831	1.332444967
1832	1.331935487
1833	1.331494467
1834	1.331181516
1835	1.330747582
1836	1.330560212
1837	1.330308567
1838	1.329987552
1839	1.329784716
1840	1.329555678
1841	1.329427274
1842	1.329157378
1843	1.328839313
1844	1.328559869
1845	1.328352823
1846	1.328025709
1847	1.327722388
1848	1.327304872
1849	1.327036167
1850	1.326566812
1851	1.32621218
1852	1.325768644
1853	1.325645043
1854	1.325261003
1855	1.324970695
1856	1.324562979
1857	1.324005223
1858	1.323753997
1859	1.323326438
1860	1.32323227
1861	1.322973822
1862	1.32269267
1863	1.322341587
1864	1.322081512
1865	1.321781967
1866	1.321426816
1867	1.321333612
1868	1.320869064
1869	1.320643616
1870	1.320175108
1871	1.319809034
1872	1.319424512
1873	1.319099112
1874	1.318661452
1875	1.318407955
1876	1.318044973
1877	1.317720995
1878	1.317595524
1879	1.31738114
1880	1.317085792
1881	1.316733163
1882	1.316391049
1883	1.316125886
1884	1.315859492
1885	1.315516325
1886	1.315065022
1887	1.314728691
1888	1.314458187
1889	1.314347336
1890	1.313900449
1891	1.313512624
1892	1.313293198
1893	1.313041083
1894	1.312605222
1895	1.312172258
1896	1.312006996
1897	1.311766485
1898	1.311649458
1899	1.311428289
1900	1.311129797
1901	1.310885055
1902	1.310619277
1903	1.310216305
1904	1.309754578
1905	1.309461294
1906	1.30904644
1907	1.308853687
1908	1.308516262
1909	1.308106518
1910	1.307771146
1911	1.307616388
1912	1.307110157
1913	1.306859283
1914	1.30660922
1915	1.306427466
1916	1.306290248
1917	1.305775363
1918	1.305420448
1919	1.305034651
1920	1.304677357
1921	1.304380094
1922	1.304044785
1923	1.303938856
1924	1.303739417
1925	1.303494639
1926	1.30338294
1927	1.30293757
1928	1.302667913
1929	1.302298903
1930	1.301977
1931	1.301876598
1932	1.301491691
1933	1.30110589
1934	1.30066628
1935	1.300346718
1936	1.300002596
1937	1.299381977
1938	1.29889154
1939	1.298675355
1940	1.298494288
1941	1.298082614
1942	1.297751645
1943	1.297439129
1944	1.297295487
1945	1.296869969
1946	1.2967608
1947	1.296578851
1948	1.296254819
1949	1.296061301
1950	1.29575843
1951	1.295407824
1952	1.295128977
1953	1.294690776
1954	1.294263552
1955	1.294137021
1956	1.293884059
1957	1.293570346
1958	1.293325535
1959	1.29322985
1960	1.292815937
1961	1.292485856
1962	1.291880324
1963	1.291741004
1964	1.291632566
1965	1.291300741
1966	1.291167179
1967	1.290832312
1968	1.290723002
1969	1.290346561
1970	1.289917892
1971	1.289674418
1972	1.289306594
1973	1.289205326
1974	1.288959156
1975	1.288639032
1976	1.28835174
1977	1.288026626
1978	1.28780403
1979	1.28749546
1980	1.287267443
1981	1.286854978
1982	1.286651776
1983	1.286304038
1984	1.286030964
1985	1.285569723
1986	1.285114833
1987	1.285000301
1988	1.284592502
1989	1.284267111
1990	1.283891891
1991	1.283607249
1992	1.283381172
1993	1.282931556
1994	1.28282886
1995	1.28253674
1996	1.282263736
1997	1.282148267
1998	1.281730998
1999	1.281551688
